Date,DepartmentID,Account,Category,Amount
2022-08-01,9,Commission Income,Income,292755
2022-08-01,9,Claims Paid,Claims,153056
2022-08-01,9,Claims Incurred,Claims,19060
2022-08-01,9,Loss Adjustment Expenses,Claims,219057
2022-08-01,9,Staff Costs,Expense,85056
2022-08-01,9,IT Expenses,Expense,44303
2022-08-01,9,Marketing,Expense,60207
2022-08-01,9,Office Costs,Expense,76046
2022-08-01,9,Depreciation,Expense,30287
2022-08-01,9,Professional Services,Expense,94709
2022-08-01,10,Gross Written Premium,Income,49711
2022-08-01,10,Net Earned Premium,Income,153026
2022-08-01,10,Reinsurance Recoveries,Income,345484
2022-08-01,10,Investment Income,Income,475317
2022-08-01,10,Commission Income,Income,474736
2022-08-01,10,Claims Paid,Claims,223134
2022-08-01,10,Claims Incurred,Claims,107974
2022-08-01,10,Loss Adjustment Expenses,Claims,154646
2022-08-01,10,Staff Costs,Expense,10184
2022-08-01,10,IT Expenses,Expense,20096
2022-08-01,10,Marketing,Expense,68728
2022-08-01,10,Office Costs,Expense,35016
2022-08-01,10,Depreciation,Expense,12246
2022-08-01,10,Professional Services,Expense,46558
2022-09-01,1,Gross Written Premium,Income,421597
2022-09-01,1,Net Earned Premium,Income,399940
2022-09-01,1,Reinsurance Recoveries,Income,439671
2022-09-01,1,Investment Income,Income,102263
2022-09-01,1,Commission Income,Income,407234
2022-09-01,1,Claims Paid,Claims,16302
2022-09-01,1,Claims Incurred,Claims,46157
2022-09-01,1,Loss Adjustment Expenses,Claims,59917
2022-09-01,1,Staff Costs,Expense,93738
2022-09-01,1,IT Expenses,Expense,97646
2022-09-01,1,Marketing,Expense,84122
2022-09-01,1,Office Costs,Expense,25519
2022-09-01,1,Depreciation,Expense,97809
2022-09-01,1,Professional Services,Expense,88487
2022-09-01,2,Gross Written Premium,Income,460035
2022-09-01,2,Net Earned Premium,Income,353054
2022-09-01,2,Reinsurance Recoveries,Income,392574
2022-09-01,2,Investment Income,Income,343468
2022-09-01,2,Commission Income,Income,277552
2022-09-01,2,Claims Paid,Claims,64379
2022-09-01,2,Claims Incurred,Claims,30053
2022-09-01,2,Loss Adjustment Expenses,Claims,136994
2022-09-01,2,Staff Costs,Expense,99723
2022-09-01,2,IT Expenses,Expense,52356
2022-09-01,2,Marketing,Expense,11789
2022-09-01,2,Office Costs,Expense,98720
2022-09-01,2,Depreciation,Expense,67656
2022-09-01,2,Professional Services,Expense,45028
2022-09-01,3,Gross Written Premium,Income,336628
2022-09-01,3,Net Earned Premium,Income,42154
2022-09-01,3,Reinsurance Recoveries,Income,223942
2022-09-01,3,Investment Income,Income,274480
2022-09-01,3,Commission Income,Income,375821
2022-09-01,3,Claims Paid,Claims,286173
2022-09-01,3,Claims Incurred,Claims,37265
2022-09-01,3,Loss Adjustment Expenses,Claims,248322
2022-09-01,3,Staff Costs,Expense,44872
2022-09-01,3,IT Expenses,Expense,47197
2022-09-01,3,Marketing,Expense,56180
2022-09-01,3,Office Costs,Expense,24710
2022-09-01,3,Depreciation,Expense,30486
2022-09-01,3,Professional Services,Expense,72907
2022-09-01,4,Gross Written Premium,Income,401020
2022-09-01,4,Net Earned Premium,Income,212967
2022-09-01,4,Reinsurance Recoveries,Income,336579
2022-09-01,4,Investment Income,Income,312775
2022-09-01,4,Commission Income,Income,401182
2022-09-01,4,Claims Paid,Claims,237604
2022-09-01,4,Claims Incurred,Claims,287247
2022-09-01,4,Loss Adjustment Expenses,Claims,69772
2022-09-01,4,Staff Costs,Expense,15382
2022-09-01,4,IT Expenses,Expense,85291
2022-09-01,4,Marketing,Expense,4756
2022-09-01,4,Office Costs,Expense,21609
2022-09-01,4,Depreciation,Expense,17478
2022-09-01,4,Professional Services,Expense,40666
2022-09-01,5,Gross Written Premium,Income,347827
2022-09-01,5,Net Earned Premium,Income,396858
2022-09-01,5,Reinsurance Recoveries,Income,140330
2022-09-01,5,Investment Income,Income,81315
2022-09-01,5,Commission Income,Income,349978
2022-09-01,5,Claims Paid,Claims,19153
2022-09-01,5,Claims Incurred,Claims,81325
2022-09-01,5,Loss Adjustment Expenses,Claims,245773
2022-09-01,5,Staff Costs,Expense,13999
2022-09-01,5,IT Expenses,Expense,56318
2022-09-01,5,Marketing,Expense,1814
2022-09-01,5,Office Costs,Expense,77077
2022-09-01,5,Depreciation,Expense,91474
2022-09-01,5,Professional Services,Expense,3443
2022-09-01,6,Gross Written Premium,Income,479209
2022-09-01,6,Net Earned Premium,Income,216988
2022-09-01,6,Reinsurance Recoveries,Income,345463
2022-09-01,6,Investment Income,Income,135885
2022-09-01,6,Commission Income,Income,381921
2022-09-01,6,Claims Paid,Claims,22368
2022-09-01,6,Claims Incurred,Claims,151400
2022-09-01,6,Loss Adjustment Expenses,Claims,193014
2022-09-01,6,Staff Costs,Expense,92751
2022-09-01,6,IT Expenses,Expense,28306
2022-09-01,6,Marketing,Expense,86451
2022-09-01,6,Office Costs,Expense,40915
2022-09-01,6,Depreciation,Expense,38219
2022-09-01,6,Professional Services,Expense,81879
2022-09-01,7,Gross Written Premium,Income,205716
2022-09-01,7,Net Earned Premium,Income,70279
2022-09-01,7,Reinsurance Recoveries,Income,325172
2022-09-01,7,Investment Income,Income,376407
2022-09-01,7,Commission Income,Income,10126
2022-09-01,7,Claims Paid,Claims,32632
2022-09-01,7,Claims Incurred,Claims,201382
2022-09-01,7,Loss Adjustment Expenses,Claims,114945
2022-09-01,7,Staff Costs,Expense,56176
2022-09-01,7,IT Expenses,Expense,87066
2022-09-01,7,Marketing,Expense,45327
2022-09-01,7,Office Costs,Expense,69904
2022-09-01,7,Depreciation,Expense,4797
2022-09-01,7,Professional Services,Expense,48882
2022-09-01,8,Gross Written Premium,Income,154790
2022-09-01,8,Net Earned Premium,Income,44560
2022-09-01,8,Reinsurance Recoveries,Income,348733
2022-09-01,8,Investment Income,Income,294260
2022-09-01,8,Commission Income,Income,439460
2022-09-01,8,Claims Paid,Claims,137717
2022-09-01,8,Claims Incurred,Claims,183595
2022-09-01,8,Loss Adjustment Expenses,Claims,129085
2022-09-01,8,Staff Costs,Expense,20256
2022-09-01,8,IT Expenses,Expense,54173
2022-09-01,8,Marketing,Expense,38430
2022-09-01,8,Office Costs,Expense,40282
2022-09-01,8,Depreciation,Expense,64374
2022-09-01,8,Professional Services,Expense,69244
2022-09-01,9,Gross Written Premium,Income,152766
2022-09-01,9,Net Earned Premium,Income,328408
2022-09-01,9,Reinsurance Recoveries,Income,478276
2022-09-01,9,Investment Income,Income,67545
2022-09-01,9,Commission Income,Income,311368
2022-09-01,9,Claims Paid,Claims,18224
2022-09-01,9,Claims Incurred,Claims,45738
2022-09-01,9,Loss Adjustment Expenses,Claims,185760
2022-09-01,9,Staff Costs,Expense,74509
2022-09-01,9,IT Expenses,Expense,9577
2022-09-01,9,Marketing,Expense,9070
2022-09-01,9,Office Costs,Expense,9666
2022-09-01,9,Depreciation,Expense,58761
2022-09-01,9,Professional Services,Expense,37368
2022-09-01,10,Gross Written Premium,Income,147855
2022-09-01,10,Net Earned Premium,Income,51914
2022-09-01,10,Reinsurance Recoveries,Income,211579
2022-09-01,10,Investment Income,Income,137738
2022-09-01,10,Commission Income,Income,482242
2022-09-01,10,Claims Paid,Claims,251965
2022-09-01,10,Claims Incurred,Claims,287100
2022-09-01,10,Loss Adjustment Expenses,Claims,223967
2022-09-01,10,Staff Costs,Expense,47240
2022-09-01,10,IT Expenses,Expense,38148
2022-09-01,10,Marketing,Expense,95270
2022-09-01,10,Office Costs,Expense,5757
2022-09-01,10,Depreciation,Expense,20097
2022-09-01,10,Professional Services,Expense,11395
2022-10-01,1,Gross Written Premium,Income,157313
2022-10-01,1,Net Earned Premium,Income,376036
2022-10-01,1,Reinsurance Recoveries,Income,168768
2022-10-01,1,Investment Income,Income,256726
2022-10-01,1,Commission Income,Income,342624
2022-10-01,1,Claims Paid,Claims,51163
2022-10-01,1,Claims Incurred,Claims,24816
2022-10-01,1,Loss Adjustment Expenses,Claims,238619
2022-10-01,1,Staff Costs,Expense,53853
2022-10-01,1,IT Expenses,Expense,25917
2022-10-01,1,Marketing,Expense,97731
2022-10-01,1,Office Costs,Expense,22566
2022-10-01,1,Depreciation,Expense,76452
2022-10-01,1,Professional Services,Expense,63823
2022-10-01,2,Gross Written Premium,Income,161878
2022-10-01,2,Net Earned Premium,Income,216592
2022-10-01,2,Reinsurance Recoveries,Income,11759
2022-10-01,2,Investment Income,Income,267164
2022-10-01,2,Commission Income,Income,445165
2022-10-01,2,Claims Paid,Claims,138554
2022-10-01,2,Claims Incurred,Claims,291586
2022-10-01,2,Loss Adjustment Expenses,Claims,98501
2022-10-01,2,Staff Costs,Expense,3079
2022-10-01,2,IT Expenses,Expense,3717
2022-10-01,2,Marketing,Expense,60676
2022-10-01,2,Office Costs,Expense,28952
2022-10-01,2,Depreciation,Expense,87444
2022-10-01,2,Professional Services,Expense,43460
2022-10-01,3,Gross Written Premium,Income,100397
2022-10-01,3,Net Earned Premium,Income,82847
2022-10-01,3,Reinsurance Recoveries,Income,103607
2022-10-01,3,Investment Income,Income,230178
2022-10-01,3,Commission Income,Income,159521
2022-10-01,3,Claims Paid,Claims,69077
2022-10-01,3,Claims Incurred,Claims,184374
2022-10-01,3,Loss Adjustment Expenses,Claims,262009
2022-10-01,3,Staff Costs,Expense,29865
2022-10-01,3,IT Expenses,Expense,7645
2022-10-01,3,Marketing,Expense,39000
2022-10-01,3,Office Costs,Expense,27737
2022-10-01,3,Depreciation,Expense,12485
2022-10-01,3,Professional Services,Expense,39565
2022-10-01,4,Gross Written Premium,Income,428738
2022-10-01,4,Net Earned Premium,Income,391758
2022-10-01,4,Reinsurance Recoveries,Income,337299
2022-10-01,4,Investment Income,Income,196240
2022-10-01,4,Commission Income,Income,62487
2022-10-01,4,Claims Paid,Claims,279486
2022-10-01,4,Claims Incurred,Claims,83623
2022-10-01,4,Loss Adjustment Expenses,Claims,188675
2022-10-01,4,Staff Costs,Expense,82974
2022-10-01,4,IT Expenses,Expense,27399
2022-10-01,4,Marketing,Expense,86382
2022-10-01,4,Office Costs,Expense,82244
2022-10-01,4,Depreciation,Expense,77534
2022-10-01,4,Professional Services,Expense,56106
2022-10-01,5,Gross Written Premium,Income,302822
2022-10-01,5,Net Earned Premium,Income,86218
2022-10-01,5,Reinsurance Recoveries,Income,73230
2022-10-01,5,Investment Income,Income,255756
2022-10-01,5,Commission Income,Income,346199
2022-10-01,5,Claims Paid,Claims,167552
2022-10-01,5,Claims Incurred,Claims,44986
2022-10-01,5,Loss Adjustment Expenses,Claims,160232
2022-10-01,5,Staff Costs,Expense,86595
2022-10-01,5,IT Expenses,Expense,80111
2022-10-01,5,Marketing,Expense,65929
2022-10-01,5,Office Costs,Expense,74506
2022-10-01,5,Depreciation,Expense,35911
2022-10-01,5,Professional Services,Expense,88127
2022-10-01,6,Gross Written Premium,Income,435037
2022-10-01,6,Net Earned Premium,Income,216111
2022-10-01,6,Reinsurance Recoveries,Income,463751
2022-10-01,6,Investment Income,Income,385597
2022-10-01,6,Commission Income,Income,94458
2022-10-01,6,Claims Paid,Claims,17175
2022-10-01,6,Claims Incurred,Claims,126300
2022-10-01,6,Loss Adjustment Expenses,Claims,91925
2022-10-01,6,Staff Costs,Expense,67358
2022-10-01,6,IT Expenses,Expense,18327
2022-10-01,6,Marketing,Expense,48057
2022-10-01,6,Office Costs,Expense,7150
2022-10-01,6,Depreciation,Expense,5425
2022-10-01,6,Professional Services,Expense,17032
2022-10-01,7,Gross Written Premium,Income,12198
2022-10-01,7,Net Earned Premium,Income,463716
2022-10-01,7,Reinsurance Recoveries,Income,194466
2022-10-01,7,Investment Income,Income,423295
2022-10-01,7,Commission Income,Income,177292
2022-10-01,7,Claims Paid,Claims,149931
2022-10-01,7,Claims Incurred,Claims,167491
2022-10-01,7,Loss Adjustment Expenses,Claims,265910
2022-10-01,7,Staff Costs,Expense,24236
2022-10-01,7,IT Expenses,Expense,88955
2022-10-01,7,Marketing,Expense,86514
2022-10-01,7,Office Costs,Expense,16358
2022-10-01,7,Depreciation,Expense,95914
2022-10-01,7,Professional Services,Expense,77918
2022-10-01,8,Gross Written Premium,Income,388387
2022-10-01,8,Net Earned Premium,Income,24596
2022-10-01,8,Reinsurance Recoveries,Income,436788
2022-10-01,8,Investment Income,Income,481973
2022-10-01,8,Commission Income,Income,142351
2022-10-01,8,Claims Paid,Claims,199269
2022-10-01,8,Claims Incurred,Claims,143155
2022-10-01,8,Loss Adjustment Expenses,Claims,125674
2022-10-01,8,Staff Costs,Expense,18771
2022-10-01,8,IT Expenses,Expense,30975
2022-10-01,8,Marketing,Expense,46648
2022-10-01,8,Office Costs,Expense,49285
2022-10-01,8,Depreciation,Expense,20063
2022-10-01,8,Professional Services,Expense,68642
2022-10-01,9,Gross Written Premium,Income,100093
2022-10-01,9,Net Earned Premium,Income,227215
2022-10-01,9,Reinsurance Recoveries,Income,440815
2022-10-01,9,Investment Income,Income,192992
2022-10-01,9,Commission Income,Income,169601
2022-10-01,9,Claims Paid,Claims,40954
2022-10-01,9,Claims Incurred,Claims,32856
2022-10-01,9,Loss Adjustment Expenses,Claims,7573
2022-10-01,9,Staff Costs,Expense,79344
2022-10-01,9,IT Expenses,Expense,36367
2022-10-01,9,Marketing,Expense,61774
2022-10-01,9,Office Costs,Expense,24752
2022-10-01,9,Depreciation,Expense,56029
2022-10-01,9,Professional Services,Expense,18685
2022-10-01,10,Gross Written Premium,Income,402426
2022-10-01,10,Net Earned Premium,Income,323837
2022-10-01,10,Reinsurance Recoveries,Income,126739
2022-10-01,10,Investment Income,Income,328105
2022-10-01,10,Commission Income,Income,248009
2022-10-01,10,Claims Paid,Claims,261028
2022-10-01,10,Claims Incurred,Claims,212980
2022-10-01,10,Loss Adjustment Expenses,Claims,261609
2022-10-01,10,Staff Costs,Expense,75532
2022-10-01,10,IT Expenses,Expense,82994
2022-10-01,10,Marketing,Expense,57133
2022-10-01,10,Office Costs,Expense,98425
2022-10-01,10,Depreciation,Expense,62268
2022-10-01,10,Professional Services,Expense,93201
2022-11-01,1,Gross Written Premium,Income,441459
2022-11-01,1,Net Earned Premium,Income,198456
2022-11-01,1,Reinsurance Recoveries,Income,41653
2022-11-01,1,Investment Income,Income,167729
2022-11-01,1,Commission Income,Income,443168
2022-11-01,1,Claims Paid,Claims,233504
2022-11-01,1,Claims Incurred,Claims,126829
2022-11-01,1,Loss Adjustment Expenses,Claims,133377
2022-11-01,1,Staff Costs,Expense,79411
2022-11-01,1,IT Expenses,Expense,2622
2022-11-01,1,Marketing,Expense,49756
2022-11-01,1,Office Costs,Expense,41809
2022-11-01,1,Depreciation,Expense,17725
2022-11-01,1,Professional Services,Expense,62396
2022-11-01,2,Gross Written Premium,Income,61226
2022-11-01,2,Net Earned Premium,Income,91182
2022-11-01,2,Reinsurance Recoveries,Income,485781
2022-11-01,2,Investment Income,Income,39402
2022-11-01,2,Commission Income,Income,14263
2022-11-01,2,Claims Paid,Claims,232595
2022-11-01,2,Claims Incurred,Claims,182900
2022-11-01,2,Loss Adjustment Expenses,Claims,52924
2022-11-01,2,Staff Costs,Expense,75182
2022-11-01,2,IT Expenses,Expense,94065
2022-11-01,2,Marketing,Expense,60052
2022-11-01,2,Office Costs,Expense,12664
2022-11-01,2,Depreciation,Expense,36737
2022-11-01,2,Professional Services,Expense,90563
2022-11-01,3,Gross Written Premium,Income,170445
2022-11-01,3,Net Earned Premium,Income,177469
2022-11-01,3,Reinsurance Recoveries,Income,400719
2022-11-01,3,Investment Income,Income,489361
2022-11-01,3,Commission Income,Income,111371
2022-11-01,3,Claims Paid,Claims,43709
2022-11-01,3,Claims Incurred,Claims,197192
2022-11-01,3,Loss Adjustment Expenses,Claims,155322
2022-11-01,3,Staff Costs,Expense,22172
2022-11-01,3,IT Expenses,Expense,12555
2022-11-01,3,Marketing,Expense,88410
2022-11-01,3,Office Costs,Expense,79617
2022-11-01,3,Depreciation,Expense,54276
2022-11-01,3,Professional Services,Expense,58492
2022-11-01,4,Gross Written Premium,Income,194074
2022-11-01,4,Net Earned Premium,Income,266010
2022-11-01,4,Reinsurance Recoveries,Income,361743
2022-11-01,4,Investment Income,Income,475571
2022-11-01,4,Commission Income,Income,232320
2022-11-01,4,Claims Paid,Claims,16046
2022-11-01,4,Claims Incurred,Claims,233071
2022-11-01,4,Loss Adjustment Expenses,Claims,189374
2022-11-01,4,Staff Costs,Expense,24150
2022-11-01,4,IT Expenses,Expense,69247
2022-11-01,4,Marketing,Expense,5853
2022-11-01,4,Office Costs,Expense,95613
2022-11-01,4,Depreciation,Expense,90399
2022-11-01,4,Professional Services,Expense,22792
2022-11-01,5,Gross Written Premium,Income,69129
2022-11-01,5,Net Earned Premium,Income,247091
2022-11-01,5,Reinsurance Recoveries,Income,215550
2022-11-01,5,Investment Income,Income,254883
2022-11-01,5,Commission Income,Income,124130
2022-11-01,5,Claims Paid,Claims,151922
2022-11-01,5,Claims Incurred,Claims,126789
2022-11-01,5,Loss Adjustment Expenses,Claims,160130
2022-11-01,5,Staff Costs,Expense,46420
2022-11-01,5,IT Expenses,Expense,39890
2022-11-01,5,Marketing,Expense,67017
2022-11-01,5,Office Costs,Expense,48304
2022-11-01,5,Depreciation,Expense,33921
2022-11-01,5,Professional Services,Expense,2524
2022-11-01,6,Gross Written Premium,Income,110424
2022-11-01,6,Net Earned Premium,Income,287192
2022-11-01,6,Reinsurance Recoveries,Income,438327
2022-11-01,6,Investment Income,Income,178976
2022-11-01,6,Commission Income,Income,327056
2022-11-01,6,Claims Paid,Claims,39008
2022-11-01,6,Claims Incurred,Claims,210738
2022-11-01,6,Loss Adjustment Expenses,Claims,88559
2022-11-01,6,Staff Costs,Expense,56337
2022-11-01,6,IT Expenses,Expense,14350
2022-11-01,6,Marketing,Expense,25354
2022-11-01,6,Office Costs,Expense,46186
2022-11-01,6,Depreciation,Expense,29145
2022-11-01,6,Professional Services,Expense,35020
2022-11-01,7,Gross Written Premium,Income,96123
2022-11-01,7,Net Earned Premium,Income,216258
2022-11-01,7,Reinsurance Recoveries,Income,226541
2022-11-01,7,Investment Income,Income,30581
2022-11-01,7,Commission Income,Income,98929
2022-11-01,7,Claims Paid,Claims,290195
2022-11-01,7,Claims Incurred,Claims,56474
2022-11-01,7,Loss Adjustment Expenses,Claims,96748
2022-11-01,7,Staff Costs,Expense,70626
2022-11-01,7,IT Expenses,Expense,7960
2022-11-01,7,Marketing,Expense,36772
2022-11-01,7,Office Costs,Expense,22520
2022-11-01,7,Depreciation,Expense,50481
2022-11-01,7,Professional Services,Expense,37408
2022-11-01,8,Gross Written Premium,Income,366150
2022-11-01,8,Net Earned Premium,Income,269568
2022-11-01,8,Reinsurance Recoveries,Income,329278
2022-11-01,8,Investment Income,Income,161563
2022-11-01,8,Commission Income,Income,142413
2022-11-01,8,Claims Paid,Claims,180695
2022-11-01,8,Claims Incurred,Claims,95327
2022-11-01,8,Loss Adjustment Expenses,Claims,207503
2022-11-01,8,Staff Costs,Expense,13254
2022-11-01,8,IT Expenses,Expense,52860
2022-11-01,8,Marketing,Expense,12344
2022-11-01,8,Office Costs,Expense,2750
2022-11-01,8,Depreciation,Expense,55756
2022-11-01,8,Professional Services,Expense,68957
2022-11-01,9,Gross Written Premium,Income,115423
2022-11-01,9,Net Earned Premium,Income,330197
2022-11-01,9,Reinsurance Recoveries,Income,474071
2022-11-01,9,Investment Income,Income,156968
2022-11-01,9,Commission Income,Income,196833
2022-11-01,9,Claims Paid,Claims,198624
2022-11-01,9,Claims Incurred,Claims,256147
2022-11-01,9,Loss Adjustment Expenses,Claims,82454
2022-11-01,9,Staff Costs,Expense,91600
2022-11-01,9,IT Expenses,Expense,28935
2022-11-01,9,Marketing,Expense,38641
2022-11-01,9,Office Costs,Expense,30711
2022-11-01,9,Depreciation,Expense,71342
2022-11-01,9,Professional Services,Expense,13182
2022-11-01,10,Gross Written Premium,Income,97833
2022-11-01,10,Net Earned Premium,Income,328420
2022-11-01,10,Reinsurance Recoveries,Income,291685
2022-11-01,10,Investment Income,Income,366601
2022-11-01,10,Commission Income,Income,485526
2022-11-01,10,Claims Paid,Claims,49813
2022-11-01,10,Claims Incurred,Claims,173270
2022-11-01,10,Loss Adjustment Expenses,Claims,144892
2022-11-01,10,Staff Costs,Expense,25070
2022-11-01,10,IT Expenses,Expense,70768
2022-11-01,10,Marketing,Expense,12122
2022-11-01,10,Office Costs,Expense,81559
2022-11-01,10,Depreciation,Expense,74543
2022-11-01,10,Professional Services,Expense,84441
2022-12-01,1,Gross Written Premium,Income,51786
2022-12-01,1,Net Earned Premium,Income,236006
2022-12-01,1,Reinsurance Recoveries,Income,240876
2022-12-01,1,Investment Income,Income,409953
2022-12-01,1,Commission Income,Income,308206
2022-12-01,1,Claims Paid,Claims,292654
2022-12-01,1,Claims Incurred,Claims,286570
2022-12-01,1,Loss Adjustment Expenses,Claims,42265
2022-12-01,1,Staff Costs,Expense,18850
2022-12-01,1,IT Expenses,Expense,67150
2022-12-01,1,Marketing,Expense,88312
2022-12-01,1,Office Costs,Expense,90613
2022-12-01,1,Depreciation,Expense,75910
2022-12-01,1,Professional Services,Expense,53375
2022-12-01,2,Gross Written Premium,Income,131826
2022-12-01,2,Net Earned Premium,Income,45435
2022-12-01,2,Reinsurance Recoveries,Income,368587
2022-12-01,2,Investment Income,Income,460348
2022-12-01,2,Commission Income,Income,220017
2022-12-01,2,Claims Paid,Claims,139055
2022-12-01,2,Claims Incurred,Claims,156734
2022-12-01,2,Loss Adjustment Expenses,Claims,290654
2022-12-01,2,Staff Costs,Expense,79187
2022-12-01,2,IT Expenses,Expense,41998
2022-12-01,2,Marketing,Expense,57846
2022-12-01,2,Office Costs,Expense,95071
2022-12-01,2,Depreciation,Expense,7640
2022-12-01,2,Professional Services,Expense,45547
2022-12-01,3,Gross Written Premium,Income,326764
2022-12-01,3,Net Earned Premium,Income,156389
2022-12-01,3,Reinsurance Recoveries,Income,125608
2022-12-01,3,Investment Income,Income,279708
2022-12-01,3,Commission Income,Income,168417
2022-12-01,3,Claims Paid,Claims,118824
2022-12-01,3,Claims Incurred,Claims,259444
2022-12-01,3,Loss Adjustment Expenses,Claims,84273
2022-12-01,3,Staff Costs,Expense,75859
2022-12-01,3,IT Expenses,Expense,81765
2022-12-01,3,Marketing,Expense,75038
2022-12-01,3,Office Costs,Expense,53393
2022-12-01,3,Depreciation,Expense,67081
2022-12-01,3,Professional Services,Expense,30430
2022-12-01,4,Gross Written Premium,Income,216604
2022-12-01,4,Net Earned Premium,Income,37788
2022-12-01,4,Reinsurance Recoveries,Income,236577
2022-12-01,4,Investment Income,Income,451759
2022-12-01,4,Commission Income,Income,417135
2022-12-01,4,Claims Paid,Claims,44974
2022-12-01,4,Claims Incurred,Claims,21371
2022-12-01,4,Loss Adjustment Expenses,Claims,187256
2022-12-01,4,Staff Costs,Expense,62916
2022-12-01,4,IT Expenses,Expense,74972
2022-12-01,4,Marketing,Expense,63187
2022-12-01,4,Office Costs,Expense,13984
2022-12-01,4,Depreciation,Expense,34039
2022-12-01,4,Professional Services,Expense,86431
2022-12-01,5,Gross Written Premium,Income,355835
2022-12-01,5,Net Earned Premium,Income,330750
2022-12-01,5,Reinsurance Recoveries,Income,413832
2022-12-01,5,Investment Income,Income,374809
2022-12-01,5,Commission Income,Income,115373
2022-12-01,5,Claims Paid,Claims,186144
2022-12-01,5,Claims Incurred,Claims,291718
2022-12-01,5,Loss Adjustment Expenses,Claims,255195
2022-12-01,5,Staff Costs,Expense,13676
2022-12-01,5,IT Expenses,Expense,11816
2022-12-01,5,Marketing,Expense,33733
2022-12-01,5,Office Costs,Expense,86680
2022-12-01,5,Depreciation,Expense,3050
2022-12-01,5,Professional Services,Expense,34933
2022-12-01,6,Gross Written Premium,Income,34951
2022-12-01,6,Net Earned Premium,Income,42413
2022-12-01,6,Reinsurance Recoveries,Income,175873
2022-12-01,6,Investment Income,Income,196691
2022-12-01,6,Commission Income,Income,436129
2022-12-01,6,Claims Paid,Claims,193847
2022-12-01,6,Claims Incurred,Claims,226888
2022-12-01,6,Loss Adjustment Expenses,Claims,266044
2022-12-01,6,Staff Costs,Expense,91093
2022-12-01,6,IT Expenses,Expense,36400
2022-12-01,6,Marketing,Expense,5494
2022-12-01,6,Office Costs,Expense,81688
2022-12-01,6,Depreciation,Expense,90431
2022-12-01,6,Professional Services,Expense,75691
2022-12-01,7,Gross Written Premium,Income,53001
2022-12-01,7,Net Earned Premium,Income,77364
2022-12-01,7,Reinsurance Recoveries,Income,397132
2022-12-01,7,Investment Income,Income,317172
2022-12-01,7,Commission Income,Income,248506
2022-12-01,7,Claims Paid,Claims,233731
2022-12-01,7,Claims Incurred,Claims,136878
2022-12-01,7,Loss Adjustment Expenses,Claims,192710
2022-12-01,7,Staff Costs,Expense,30757
2022-12-01,7,IT Expenses,Expense,35636
2022-12-01,7,Marketing,Expense,81097
2022-12-01,7,Office Costs,Expense,49280
2022-12-01,7,Depreciation,Expense,25262
2022-12-01,7,Professional Services,Expense,81435
2022-12-01,8,Gross Written Premium,Income,203283
2022-12-01,8,Net Earned Premium,Income,458058
2022-12-01,8,Reinsurance Recoveries,Income,400727
2022-12-01,8,Investment Income,Income,460195
2022-12-01,8,Commission Income,Income,255596
2022-12-01,8,Claims Paid,Claims,66665
2022-12-01,8,Claims Incurred,Claims,251584
2022-12-01,8,Loss Adjustment Expenses,Claims,121953
2022-12-01,8,Staff Costs,Expense,83856
2022-12-01,8,IT Expenses,Expense,28376
2022-12-01,8,Marketing,Expense,56554
2022-12-01,8,Office Costs,Expense,15199
2022-12-01,8,Depreciation,Expense,82412
2022-12-01,8,Professional Services,Expense,51948
2022-12-01,9,Gross Written Premium,Income,83781
2022-12-01,9,Net Earned Premium,Income,475966
2022-12-01,9,Reinsurance Recoveries,Income,76262
2022-12-01,9,Investment Income,Income,318744
2022-12-01,9,Commission Income,Income,86898
2022-12-01,9,Claims Paid,Claims,154369
2022-12-01,9,Claims Incurred,Claims,35448
2022-12-01,9,Loss Adjustment Expenses,Claims,293316
2022-12-01,9,Staff Costs,Expense,43874
2022-12-01,9,IT Expenses,Expense,8657
2022-12-01,9,Marketing,Expense,85386
2022-12-01,9,Office Costs,Expense,26425
2022-12-01,9,Depreciation,Expense,27685
2022-12-01,9,Professional Services,Expense,25578
2022-12-01,10,Gross Written Premium,Income,169903
2022-12-01,10,Net Earned Premium,Income,17906
2022-12-01,10,Reinsurance Recoveries,Income,333557
2022-12-01,10,Investment Income,Income,64028
2022-12-01,10,Commission Income,Income,279431
2022-12-01,10,Claims Paid,Claims,195792
2022-12-01,10,Claims Incurred,Claims,107979
2022-12-01,10,Loss Adjustment Expenses,Claims,39701
2022-12-01,10,Staff Costs,Expense,84300
2022-12-01,10,IT Expenses,Expense,18674
2022-12-01,10,Marketing,Expense,84560
2022-12-01,10,Office Costs,Expense,24874
2022-12-01,10,Depreciation,Expense,44642
2022-12-01,10,Professional Services,Expense,98820
2023-01-01,1,Gross Written Premium,Income,337304
2023-01-01,1,Net Earned Premium,Income,289746
2023-01-01,1,Reinsurance Recoveries,Income,375464
2023-01-01,1,Investment Income,Income,98801
2023-01-01,1,Commission Income,Income,298075
2023-01-01,1,Claims Paid,Claims,99377
2023-01-01,1,Claims Incurred,Claims,296336
2023-01-01,1,Loss Adjustment Expenses,Claims,86121
2023-01-01,1,Staff Costs,Expense,26559
2023-01-01,1,IT Expenses,Expense,34742
2023-01-01,1,Marketing,Expense,70669
2023-01-01,1,Office Costs,Expense,81199
2023-01-01,1,Depreciation,Expense,22754
2023-01-01,1,Professional Services,Expense,4972
2023-01-01,2,Gross Written Premium,Income,342975
2023-01-01,2,Net Earned Premium,Income,122217
