Year,Month,DepartmentID,Account,BudgetAmount
2022,6,7,Claims Incurred,32877
2022,6,7,Loss Adjustment Expenses,194073
2022,6,7,Staff Costs,364281
2022,6,7,IT Expenses,305228
2022,6,7,Marketing,348924
2022,6,7,Office Costs,152878
2022,6,7,Depreciation,224707
2022,6,7,Professional Services,246249
2022,6,8,Gross Written Premium,42034
2022,6,8,Net Earned Premium,176389
2022,6,8,Reinsurance Recoveries,322612
2022,6,8,Investment Income,193868
2022,6,8,Commission Income,15589
2022,6,8,Claims Paid,62221
2022,6,8,Claims Incurred,260927
2022,6,8,Loss Adjustment Expenses,268801
2022,6,8,Staff Costs,365444
2022,6,8,IT Expenses,122229
2022,6,8,Marketing,306675
2022,6,8,Office Costs,57227
2022,6,8,Depreciation,270308
2022,6,8,Professional Services,98078
2022,6,9,Gross Written Premium,308391
2022,6,9,Net Earned Premium,240113
2022,6,9,Reinsurance Recoveries,55599
2022,6,9,Investment Income,251367
2022,6,9,Commission Income,194651
2022,6,9,Claims Paid,73207
2022,6,9,Claims Incurred,339199
2022,6,9,Loss Adjustment Expenses,369410
2022,6,9,Staff Costs,345414
2022,6,9,IT Expenses,116426
2022,6,9,Marketing,139794
2022,6,9,Office Costs,337586
2022,6,9,Depreciation,362776
2022,6,9,Professional Services,176103
2022,6,10,Gross Written Premium,215307
2022,6,10,Net Earned Premium,26438
2022,6,10,Reinsurance Recoveries,63819
2022,6,10,Investment Income,48856
2022,6,10,Commission Income,309082
2022,6,10,Claims Paid,64807
2022,6,10,Claims Incurred,317021
2022,6,10,Loss Adjustment Expenses,48461
2022,6,10,Staff Costs,98474
2022,6,10,IT Expenses,350280
2022,6,10,Marketing,287579
2022,6,10,Office Costs,220189
2022,6,10,Depreciation,351870
2022,6,10,Professional Services,259730
2022,7,1,Gross Written Premium,251732
2022,7,1,Net Earned Premium,167793
2022,7,1,Reinsurance Recoveries,59786
2022,7,1,Investment Income,280848
2022,7,1,Commission Income,61635
2022,7,1,Claims Paid,357854
2022,7,1,Claims Incurred,245909
2022,7,1,Loss Adjustment Expenses,250984
2022,7,1,Staff Costs,330137
2022,7,1,IT Expenses,117752
2022,7,1,Marketing,216194
2022,7,1,Office Costs,233584
2022,7,1,Depreciation,137886
2022,7,1,Professional Services,83537
2022,7,2,Gross Written Premium,317402
2022,7,2,Net Earned Premium,152580
2022,7,2,Reinsurance Recoveries,90166
2022,7,2,Investment Income,214988
2022,7,2,Commission Income,380854
2022,7,2,Claims Paid,302843
2022,7,2,Claims Incurred,313479
2022,7,2,Loss Adjustment Expenses,313950
2022,7,2,Staff Costs,344997
2022,7,2,IT Expenses,199840
2022,7,2,Marketing,302883
2022,7,2,Office Costs,39785
2022,7,2,Depreciation,168052
2022,7,2,Professional Services,236791
2022,7,3,Gross Written Premium,352160
2022,7,3,Net Earned Premium,399825
2022,7,3,Reinsurance Recoveries,71253
2022,7,3,Investment Income,96128
2022,7,3,Commission Income,166081
2022,7,3,Claims Paid,394725
2022,7,3,Claims Incurred,115966
2022,7,3,Loss Adjustment Expenses,142854
2022,7,3,Staff Costs,104352
2022,7,3,IT Expenses,344298
2022,7,3,Marketing,144379
2022,7,3,Office Costs,228279
2022,7,3,Depreciation,242281
2022,7,3,Professional Services,113297
2022,7,4,Gross Written Premium,211946
2022,7,4,Net Earned Premium,43346
2022,7,4,Reinsurance Recoveries,117138
2022,7,4,Investment Income,317916
2022,7,4,Commission Income,45149
2022,7,4,Claims Paid,353844
2022,7,4,Claims Incurred,163598
2022,7,4,Loss Adjustment Expenses,363902
2022,7,4,Staff Costs,133447
2022,7,4,IT Expenses,10695
2022,7,4,Marketing,44169
2022,7,4,Office Costs,315091
2022,7,4,Depreciation,183296
2022,7,4,Professional Services,313009
2022,7,5,Gross Written Premium,161625
2022,7,5,Net Earned Premium,371645
2022,7,5,Reinsurance Recoveries,327554
2022,7,5,Investment Income,370898
2022,7,5,Commission Income,358039
2022,7,5,Claims Paid,191098
2022,7,5,Claims Incurred,317849
2022,7,5,Loss Adjustment Expenses,197994
2022,7,5,Staff Costs,382844
2022,7,5,IT Expenses,341058
2022,7,5,Marketing,6881
2022,7,5,Office Costs,314509
2022,7,5,Depreciation,84211
2022,7,5,Professional Services,161078
2022,7,6,Gross Written Premium,308342
2022,7,6,Net Earned Premium,367793
2022,7,6,Reinsurance Recoveries,232203
2022,7,6,Investment Income,200558
2022,7,6,Commission Income,141949
2022,7,6,Claims Paid,44553
2022,7,6,Claims Incurred,389922
2022,7,6,Loss Adjustment Expenses,384162
2022,7,6,Staff Costs,140758
2022,7,6,IT Expenses,37766
2022,7,6,Marketing,299150
2022,7,6,Office Costs,36422
2022,7,6,Depreciation,383734
2022,7,6,Professional Services,279349
2022,7,7,Gross Written Premium,159599
2022,7,7,Net Earned Premium,247555
2022,7,7,Reinsurance Recoveries,383621
2022,7,7,Investment Income,33202
2022,7,7,Commission Income,328836
2022,7,7,Claims Paid,218456
2022,7,7,Claims Incurred,25855
2022,7,7,Loss Adjustment Expenses,196444
2022,7,7,Staff Costs,292239
2022,7,7,IT Expenses,316385
2022,7,7,Marketing,108119
2022,7,7,Office Costs,57003
2022,7,7,Depreciation,99837
2022,7,7,Professional Services,228068
2022,7,8,Gross Written Premium,361427
2022,7,8,Net Earned Premium,128805
2022,7,8,Reinsurance Recoveries,360990
2022,7,8,Investment Income,290071
2022,7,8,Commission Income,387733
2022,7,8,Claims Paid,120657
2022,7,8,Claims Incurred,333774
2022,7,8,Loss Adjustment Expenses,109428
2022,7,8,Staff Costs,127035
2022,7,8,IT Expenses,235780
2022,7,8,Marketing,393388
2022,7,8,Office Costs,222282
2022,7,8,Depreciation,74518
2022,7,8,Professional Services,181355
2022,7,9,Gross Written Premium,348470
2022,7,9,Net Earned Premium,148277
2022,7,9,Reinsurance Recoveries,125243
2022,7,9,Investment Income,279892
2022,7,9,Commission Income,58311
2022,7,9,Claims Paid,27692
2022,7,9,Claims Incurred,129954
2022,7,9,Loss Adjustment Expenses,159934
2022,7,9,Staff Costs,397179
2022,7,9,IT Expenses,226468
2022,7,9,Marketing,346651
2022,7,9,Office Costs,85152
2022,7,9,Depreciation,9926
2022,7,9,Professional Services,8969
2022,7,10,Gross Written Premium,40733
2022,7,10,Net Earned Premium,336999
2022,7,10,Reinsurance Recoveries,46743
2022,7,10,Investment Income,135193
2022,7,10,Commission Income,175948
2022,7,10,Claims Paid,374589
2022,7,10,Claims Incurred,25323
2022,7,10,Loss Adjustment Expenses,283572
2022,7,10,Staff Costs,39578
2022,7,10,IT Expenses,91486
2022,7,10,Marketing,331284
2022,7,10,Office Costs,262450
2022,7,10,Depreciation,112325
2022,7,10,Professional Services,350973
2022,8,1,Gross Written Premium,273508
2022,8,1,Net Earned Premium,396011
2022,8,1,Reinsurance Recoveries,136763
2022,8,1,Investment Income,262971
2022,8,1,Commission Income,100598
2022,8,1,Claims Paid,202539
2022,8,1,Claims Incurred,181968
2022,8,1,Loss Adjustment Expenses,62062
2022,8,1,Staff Costs,233338
2022,8,1,IT Expenses,215834
2022,8,1,Marketing,149933
2022,8,1,Office Costs,232909
2022,8,1,Depreciation,93302
2022,8,1,Professional Services,68928
2022,8,2,Gross Written Premium,219303
2022,8,2,Net Earned Premium,46347
2022,8,2,Reinsurance Recoveries,8121
2022,8,2,Investment Income,88793
2022,8,2,Commission Income,33164
2022,8,2,Claims Paid,292635
2022,8,2,Claims Incurred,64222
2022,8,2,Loss Adjustment Expenses,159237
2022,8,2,Staff Costs,8748
2022,8,2,IT Expenses,31553
2022,8,2,Marketing,121547
2022,8,2,Office Costs,65380
2022,8,2,Depreciation,49331
2022,8,2,Professional Services,232105
2022,8,3,Gross Written Premium,125617
2022,8,3,Net Earned Premium,306704
2022,8,3,Reinsurance Recoveries,321009
2022,8,3,Investment Income,80910
2022,8,3,Commission Income,345130
2022,8,3,Claims Paid,212288
2022,8,3,Claims Incurred,15068
2022,8,3,Loss Adjustment Expenses,59460
2022,8,3,Staff Costs,367910
2022,8,3,IT Expenses,51418
2022,8,3,Marketing,293350
2022,8,3,Office Costs,133180
2022,8,3,Depreciation,267431
2022,8,3,Professional Services,27337
2022,8,4,Gross Written Premium,156738
2022,8,4,Net Earned Premium,252667
2022,8,4,Reinsurance Recoveries,137233
2022,8,4,Investment Income,367811
2022,8,4,Commission Income,357215
2022,8,4,Claims Paid,103064
2022,8,4,Claims Incurred,373655
2022,8,4,Loss Adjustment Expenses,251686
2022,8,4,Staff Costs,8178
2022,8,4,IT Expenses,36831
2022,8,4,Marketing,138248
2022,8,4,Office Costs,108306
2022,8,4,Depreciation,169726
2022,8,4,Professional Services,259292
2022,8,5,Gross Written Premium,188622
2022,8,5,Net Earned Premium,379169
2022,8,5,Reinsurance Recoveries,180982
2022,8,5,Investment Income,95417
2022,8,5,Commission Income,194323
2022,8,5,Claims Paid,16984
2022,8,5,Claims Incurred,94312
2022,8,5,Loss Adjustment Expenses,197458
2022,8,5,Staff Costs,88291
2022,8,5,IT Expenses,274279
2022,8,5,Marketing,5320
2022,8,5,Office Costs,157756
2022,8,5,Depreciation,355918
2022,8,5,Professional Services,231921
2022,8,6,Gross Written Premium,365215
2022,8,6,Net Earned Premium,184971
2022,8,6,Reinsurance Recoveries,260083
2022,8,6,Investment Income,114863
2022,8,6,Commission Income,46777
2022,8,6,Claims Paid,51250
2022,8,6,Claims Incurred,340178
2022,8,6,Loss Adjustment Expenses,372084
2022,8,6,Staff Costs,307274
2022,8,6,IT Expenses,185418
2022,8,6,Marketing,220834
2022,8,6,Office Costs,20216
2022,8,6,Depreciation,351293
2022,8,6,Professional Services,8009
2022,8,7,Gross Written Premium,357048
2022,8,7,Net Earned Premium,165399
2022,8,7,Reinsurance Recoveries,150281
2022,8,7,Investment Income,184515
2022,8,7,Commission Income,20029
2022,8,7,Claims Paid,215515
2022,8,7,Claims Incurred,193069
2022,8,7,Loss Adjustment Expenses,369315
2022,8,7,Staff Costs,119456
2022,8,7,IT Expenses,329703
2022,8,7,Marketing,332036
2022,8,7,Office Costs,337553
2022,8,7,Depreciation,300209
2022,8,7,Professional Services,247471
2022,8,8,Gross Written Premium,387688
2022,8,8,Net Earned Premium,374484
2022,8,8,Reinsurance Recoveries,38783
2022,8,8,Investment Income,39152
2022,8,8,Commission Income,63741
2022,8,8,Claims Paid,374193
2022,8,8,Claims Incurred,34092
2022,8,8,Loss Adjustment Expenses,153725
2022,8,8,Staff Costs,235636
2022,8,8,IT Expenses,176541
2022,8,8,Marketing,259136
2022,8,8,Office Costs,353627
2022,8,8,Depreciation,388729
2022,8,8,Professional Services,326898
2022,8,9,Gross Written Premium,166050
2022,8,9,Net Earned Premium,92592
2022,8,9,Reinsurance Recoveries,361687
2022,8,9,Investment Income,48169
2022,8,9,Commission Income,59745
2022,8,9,Claims Paid,115168
2022,8,9,Claims Incurred,118985
2022,8,9,Loss Adjustment Expenses,272687
2022,8,9,Staff Costs,192464
2022,8,9,IT Expenses,26067
2022,8,9,Marketing,56033
2022,8,9,Office Costs,50256
2022,8,9,Depreciation,226705
2022,8,9,Professional Services,244455
2022,8,10,Gross Written Premium,205417
2022,8,10,Net Earned Premium,91803
2022,8,10,Reinsurance Recoveries,208814
2022,8,10,Investment Income,123843
2022,8,10,Commission Income,33992
2022,8,10,Claims Paid,217603
2022,8,10,Claims Incurred,53803
2022,8,10,Loss Adjustment Expenses,377119
2022,8,10,Staff Costs,199549
2022,8,10,IT Expenses,149282
2022,8,10,Marketing,31270
2022,8,10,Office Costs,249929
2022,8,10,Depreciation,12452
2022,8,10,Professional Services,308630
2022,9,1,Gross Written Premium,19859
2022,9,1,Net Earned Premium,37083
2022,9,1,Reinsurance Recoveries,334852
2022,9,1,Investment Income,116462
2022,9,1,Commission Income,152735
2022,9,1,Claims Paid,360220
2022,9,1,Claims Incurred,254737
2022,9,1,Loss Adjustment Expenses,286197
2022,9,1,Staff Costs,147157
2022,9,1,IT Expenses,356889
2022,9,1,Marketing,195167
2022,9,1,Office Costs,74517
2022,9,1,Depreciation,157225
2022,9,1,Professional Services,141319
2022,9,2,Gross Written Premium,231453
2022,9,2,Net Earned Premium,141645
2022,9,2,Reinsurance Recoveries,84267
2022,9,2,Investment Income,143261
2022,9,2,Commission Income,347221
2022,9,2,Claims Paid,343767
2022,9,2,Claims Incurred,136004
2022,9,2,Loss Adjustment Expenses,58687
2022,9,2,Staff Costs,335456
2022,9,2,IT Expenses,112615
2022,9,2,Marketing,398120
2022,9,2,Office Costs,32564
2022,9,2,Depreciation,295979
2022,9,2,Professional Services,12697
2022,9,3,Gross Written Premium,85165
2022,9,3,Net Earned Premium,209994
2022,9,3,Reinsurance Recoveries,62823
2022,9,3,Investment Income,14615
2022,9,3,Commission Income,397643
2022,9,3,Claims Paid,81436
2022,9,3,Claims Incurred,196591
2022,9,3,Loss Adjustment Expenses,387706
2022,9,3,Staff Costs,338261
2022,9,3,IT Expenses,39782
2022,9,3,Marketing,83533
2022,9,3,Office Costs,245011
2022,9,3,Depreciation,194327
2022,9,3,Professional Services,77684
2022,9,4,Gross Written Premium,262165
2022,9,4,Net Earned Premium,220356
2022,9,4,Reinsurance Recoveries,346702
2022,9,4,Investment Income,221621
2022,9,4,Commission Income,240295
2022,9,4,Claims Paid,348566
2022,9,4,Claims Incurred,256435
2022,9,4,Loss Adjustment Expenses,262424
2022,9,4,Staff Costs,273782
2022,9,4,IT Expenses,304563
2022,9,4,Marketing,38377
2022,9,4,Office Costs,111244
2022,9,4,Depreciation,179188
2022,9,4,Professional Services,218363
2022,9,5,Gross Written Premium,28382
2022,9,5,Net Earned Premium,251375
2022,9,5,Reinsurance Recoveries,192135
2022,9,5,Investment Income,158466
2022,9,5,Commission Income,334933
2022,9,5,Claims Paid,239318
2022,9,5,Claims Incurred,377778
2022,9,5,Loss Adjustment Expenses,136936
2022,9,5,Staff Costs,366716
2022,9,5,IT Expenses,128664
2022,9,5,Marketing,157027
2022,9,5,Office Costs,377818
2022,9,5,Depreciation,108533
2022,9,5,Professional Services,348989
2022,9,6,Gross Written Premium,252997
2022,9,6,Net Earned Premium,74590
2022,9,6,Reinsurance Recoveries,394919
2022,9,6,Investment Income,333615
2022,9,6,Commission Income,310442
2022,9,6,Claims Paid,249936
2022,9,6,Claims Incurred,53924
2022,9,6,Loss Adjustment Expenses,14726
2022,9,6,Staff Costs,196896
2022,9,6,IT Expenses,45542
2022,9,6,Marketing,39753
2022,9,6,Office Costs,346932
2022,9,6,Depreciation,288460
2022,9,6,Professional Services,238979
2022,9,7,Gross Written Premium,89698
2022,9,7,Net Earned Premium,283104
2022,9,7,Reinsurance Recoveries,35791
2022,9,7,Investment Income,292360
2022,9,7,Commission Income,331571
2022,9,7,Claims Paid,379614
2022,9,7,Claims Incurred,78290
2022,9,7,Loss Adjustment Expenses,52014
2022,9,7,Staff Costs,140150
2022,9,7,IT Expenses,55519
2022,9,7,Marketing,271186
2022,9,7,Office Costs,54052
2022,9,7,Depreciation,19389
2022,9,7,Professional Services,363105
2022,9,8,Gross Written Premium,73111
2022,9,8,Net Earned Premium,372202
2022,9,8,Reinsurance Recoveries,360859
2022,9,8,Investment Income,317877
2022,9,8,Commission Income,301898
2022,9,8,Claims Paid,353030
2022,9,8,Claims Incurred,162753
2022,9,8,Loss Adjustment Expenses,94524
2022,9,8,Staff Costs,348150
2022,9,8,IT Expenses,291848
2022,9,8,Marketing,99913
2022,9,8,Office Costs,99108
2022,9,8,Depreciation,259803
2022,9,8,Professional Services,274637
2022,9,9,Gross Written Premium,74639
2022,9,9,Net Earned Premium,236452
2022,9,9,Reinsurance Recoveries,321527
2022,9,9,Investment Income,139066
2022,9,9,Commission Income,205352
2022,9,9,Claims Paid,314378
2022,9,9,Claims Incurred,133674
2022,9,9,Loss Adjustment Expenses,10594
2022,9,9,Staff Costs,241907
2022,9,9,IT Expenses,274515
2022,9,9,Marketing,52315
2022,9,9,Office Costs,219636
2022,9,9,Depreciation,132251
2022,9,9,Professional Services,237520
2022,9,10,Gross Written Premium,84526
2022,9,10,Net Earned Premium,248459
2022,9,10,Reinsurance Recoveries,152698
2022,9,10,Investment Income,353149
2022,9,10,Commission Income,242330
2022,9,10,Claims Paid,110573
2022,9,10,Claims Incurred,142900
2022,9,10,Loss Adjustment Expenses,324658
2022,9,10,Staff Costs,240707
2022,9,10,IT Expenses,188736
2022,9,10,Marketing,153955
2022,9,10,Office Costs,179131
2022,9,10,Depreciation,179004
2022,9,10,Professional Services,343130
2022,10,1,Gross Written Premium,353103
2022,10,1,Net Earned Premium,269179
2022,10,1,Reinsurance Recoveries,114767
2022,10,1,Investment Income,22241
2022,10,1,Commission Income,57975
2022,10,1,Claims Paid,159226
2022,10,1,Claims Incurred,61396
2022,10,1,Loss Adjustment Expenses,123920
2022,10,1,Staff Costs,199999
2022,10,1,IT Expenses,91226
2022,10,1,Marketing,89719
2022,10,1,Office Costs,68014
2022,10,1,Depreciation,44346
2022,10,1,Professional Services,75411
2022,10,2,Gross Written Premium,190550
2022,10,2,Net Earned Premium,148326
2022,10,2,Reinsurance Recoveries,191806
2022,10,2,Investment Income,343585
2022,10,2,Commission Income,51121
2022,10,2,Claims Paid,217490
2022,10,2,Claims Incurred,327341
2022,10,2,Loss Adjustment Expenses,89577
2022,10,2,Staff Costs,361778
2022,10,2,IT Expenses,254106
2022,10,2,Marketing,367355
2022,10,2,Office Costs,140909
2022,10,2,Depreciation,6466
2022,10,2,Professional Services,297915
2022,10,3,Gross Written Premium,351030
2022,10,3,Net Earned Premium,333055
2022,10,3,Reinsurance Recoveries,234638
2022,10,3,Investment Income,93422
2022,10,3,Commission Income,340513
2022,10,3,Claims Paid,269037
2022,10,3,Claims Incurred,297717
2022,10,3,Loss Adjustment Expenses,101907
2022,10,3,Staff Costs,213434
2022,10,3,IT Expenses,367100
2022,10,3,Marketing,223532
2022,10,3,Office Costs,263093
2022,10,3,Depreciation,385724
2022,10,3,Professional Services,157271
2022,10,4,Gross Written Premium,358548
2022,10,4,Net Earned Premium,210400
2022,10,4,Reinsurance Recoveries,324868
2022,10,4,Investment Income,353277
2022,10,4,Commission Income,172477
2022,10,4,Claims Paid,234304
2022,10,4,Claims Incurred,20989
2022,10,4,Loss Adjustment Expenses,296075
2022,10,4,Staff Costs,276434
2022,10,4,IT Expenses,126136
2022,10,4,Marketing,347022
2022,10,4,Office Costs,357621
2022,10,4,Depreciation,212370
2022,10,4,Professional Services,131299
2022,10,5,Gross Written Premium,166205
2022,10,5,Net Earned Premium,248688
2022,10,5,Reinsurance Recoveries,110686
2022,10,5,Investment Income,374430
2022,10,5,Commission Income,307619
2022,10,5,Claims Paid,87666
2022,10,5,Claims Incurred,363766
2022,10,5,Loss Adjustment Expenses,193728
2022,10,5,Staff Costs,140705
2022,10,5,IT Expenses,112573
2022,10,5,Marketing,233892
2022,10,5,Office Costs,313690
2022,10,5,Depreciation,274152
2022,10,5,Professional Services,315435
2022,10,6,Gross Written Premium,163477
2022,10,6,Net Earned Premium,253141
2022,10,6,Reinsurance Recoveries,303530
2022,10,6,Investment Income,95909
2022,10,6,Commission Income,156899
2022,10,6,Claims Paid,300184
2022,10,6,Claims Incurred,65354
2022,10,6,Loss Adjustment Expenses,345687
2022,10,6,Staff Costs,23157
2022,10,6,IT Expenses,40315
2022,10,6,Marketing,303076
2022,10,6,Office Costs,150486
2022,10,6,Depreciation,263669
2022,10,6,Professional Services,381024
2022,10,7,Gross Written Premium,137018
2022,10,7,Net Earned Premium,281837
2022,10,7,Reinsurance Recoveries,294385
2022,10,7,Investment Income,382338
2022,10,7,Commission Income,100790
2022,10,7,Claims Paid,77255
2022,10,7,Claims Incurred,200829
2022,10,7,Loss Adjustment Expenses,177275
2022,10,7,Staff Costs,197933
2022,10,7,IT Expenses,266439
2022,10,7,Marketing,16350
2022,10,7,Office Costs,191584
2022,10,7,Depreciation,323953
2022,10,7,Professional Services,106894
2022,10,8,Gross Written Premium,364701
2022,10,8,Net Earned Premium,36728
2022,10,8,Reinsurance Recoveries,284720
2022,10,8,Investment Income,88384
2022,10,8,Commission Income,5390
2022,10,8,Claims Paid,312580
2022,10,8,Claims Incurred,16569
2022,10,8,Loss Adjustment Expenses,27490
2022,10,8,Staff Costs,313019
2022,10,8,IT Expenses,273011
2022,10,8,Marketing,85820
2022,10,8,Office Costs,366659
2022,10,8,Depreciation,276265
2022,10,8,Professional Services,6539
2022,10,9,Gross Written Premium,394546
2022,10,9,Net Earned Premium,341373
2022,10,9,Reinsurance Recoveries,317579
2022,10,9,Investment Income,68965
2022,10,9,Commission Income,378192
2022,10,9,Claims Paid,363588
2022,10,9,Claims Incurred,337066
2022,10,9,Loss Adjustment Expenses,102799
2022,10,9,Staff Costs,98948
2022,10,9,IT Expenses,148314
2022,10,9,Marketing,253099
2022,10,9,Office Costs,276091
2022,10,9,Depreciation,248322
2022,10,9,Professional Services,207538
2022,10,10,Gross Written Premium,239778
2022,10,10,Net Earned Premium,260821
2022,10,10,Reinsurance Recoveries,197888
2022,10,10,Investment Income,315929
2022,10,10,Commission Income,387107
2022,10,10,Claims Paid,267651
2022,10,10,Claims Incurred,163223
2022,10,10,Loss Adjustment Expenses,16618
2022,10,10,Staff Costs,341430
2022,10,10,IT Expenses,283266
2022,10,10,Marketing,143426
2022,10,10,Office Costs,376742
2022,10,10,Depreciation,91436
2022,10,10,Professional Services,215448
2022,11,1,Gross Written Premium,141109
2022,11,1,Net Earned Premium,33633
2022,11,1,Reinsurance Recoveries,291639
2022,11,1,Investment Income,331694
2022,11,1,Commission Income,217456
2022,11,1,Claims Paid,303627
2022,11,1,Claims Incurred,380325
2022,11,1,Loss Adjustment Expenses,301213
2022,11,1,Staff Costs,143442
2022,11,1,IT Expenses,124873
2022,11,1,Marketing,383987
2022,11,1,Office Costs,76947
2022,11,1,Depreciation,175205
2022,11,1,Professional Services,232107
2022,11,2,Gross Written Premium,100761
2022,11,2,Net Earned Premium,380897
2022,11,2,Reinsurance Recoveries,398908
2022,11,2,Investment Income,33926
2022,11,2,Commission Income,366926
2022,11,2,Claims Paid,109700
2022,11,2,Claims Incurred,341128
2022,11,2,Loss Adjustment Expenses,54593
2022,11,2,Staff Costs,342753
2022,11,2,IT Expenses,10209
2022,11,2,Marketing,131700
2022,11,2,Office Costs,91597
2022,11,2,Depreciation,274355
2022,11,2,Professional Services,14927
2022,11,3,Gross Written Premium,213535
2022,11,3,Net Earned Premium,122333
2022,11,3,Reinsurance Recoveries,160666
2022,11,3,Investment Income,210924
2022,11,3,Commission Income,213785
2022,11,3,Claims Paid,343526
2022,11,3,Claims Incurred,144005
2022,11,3,Loss Adjustment Expenses,108780
2022,11,3,Staff Costs,45696
2022,11,3,IT Expenses,201521
2022,11,3,Marketing,334760
2022,11,3,Office Costs,162195
2022,11,3,Depreciation,55013
2022,11,3,Professional Services,221486
2022,11,4,Gross Written Premium,316700
2022,11,4,Net Earned Premium,390867
2022,11,4,Reinsurance Recoveries,244350
2022,11,4,Investment Income,31140
2022,11,4,Commission Income,268328
2022,11,4,Claims Paid,160918
2022,11,4,Claims Incurred,116361
2022,11,4,Loss Adjustment Expenses,158267
2022,11,4,Staff Costs,272750
2022,11,4,IT Expenses,21555
2022,11,4,Marketing,95385
2022,11,4,Office Costs,325646
2022,11,4,Depreciation,260658
2022,11,4,Professional Services,162419
2022,11,5,Gross Written Premium,234797
2022,11,5,Net Earned Premium,108844
2022,11,5,Reinsurance Recoveries,96321
2022,11,5,Investment Income,316200
2022,11,5,Commission Income,199923
2022,11,5,Claims Paid,103234
2022,11,5,Claims Incurred,232705
2022,11,5,Loss Adjustment Expenses,206283
2022,11,5,Staff Costs,308994
2022,11,5,IT Expenses,294987
2022,11,5,Marketing,329464
2022,11,5,Office Costs,34793
2022,11,5,Depreciation,153929
2022,11,5,Professional Services,24627
2022,11,6,Gross Written Premium,328966
2022,11,6,Net Earned Premium,227633
2022,11,6,Reinsurance Recoveries,322942
2022,11,6,Investment Income,229440
2022,11,6,Commission Income,180188
2022,11,6,Claims Paid,342462
2022,11,6,Claims Incurred,371330
2022,11,6,Loss Adjustment Expenses,263191
2022,11,6,Staff Costs,355046
2022,11,6,IT Expenses,338478
2022,11,6,Marketing,373863
2022,11,6,Office Costs,128099
2022,11,6,Depreciation,214074
2022,11,6,Professional Services,178686
2022,11,7,Gross Written Premium,279864
2022,11,7,Net Earned Premium,324752
2022,11,7,Reinsurance Recoveries,112449
2022,11,7,Investment Income,107828
2022,11,7,Commission Income,131613
2022,11,7,Claims Paid,77095
2022,11,7,Claims Incurred,110924
2022,11,7,Loss Adjustment Expenses,101452
2022,11,7,Staff Costs,92593
2022,11,7,IT Expenses,171964
2022,11,7,Marketing,374119
2022,11,7,Office Costs,344386
2022,11,7,Depreciation,383185
2022,11,7,Professional Services,131202
2022,11,8,Gross Written Premium,82606
2022,11,8,Net Earned Premium,128769
2022,11,8,Reinsurance Recoveries,123542
2022,11,8,Investment Income,373582
2022,11,8,Commission Income,268068
2022,11,8,Claims Paid,56322
2022,11,8,Claims Incurred,162550
2022,11,8,Loss Adjustment Expenses,76042
2022,11,8,Staff Costs,51418
2022,11,8,IT Expenses,105699
2022,11,8,Marketing,95140
2022,11,8,Office Costs,16781
2022,11,8,Depreciation,384502
2022,11,8,Professional Services,303277
2022,11,9,Gross Written Premium,102628
2022,11,9,Net Earned Premium,81946
2022,11,9,Reinsurance Recoveries,90058
2022,11,9,Investment Income,156542
2022,11,9,Commission Income,310273
2022,11,9,Claims Paid,275675
2022,11,9,Claims Incurred,304182
2022,11,9,Loss Adjustment Expenses,355083
2022,11,9,Staff Costs,47674
2022,11,9,IT Expenses,132572
2022,11,9,Marketing,230730
2022,11,9,Office Costs,296975
2022,11,9,Depreciation,62174
2022,11,9,Professional Services,278423
2022,11,10,Gross Written Premium,327754
2022,11,10,Net Earned Premium,261008
2022,11,10,Reinsurance Recoveries,58051
2022,11,10,Investment Income,208085
2022,11,10,Commission Income,323796
2022,11,10,Claims Paid,70524
2022,11,10,Claims Incurred,273614
2022,11,10,Loss Adjustment Expenses,320617
2022,11,10,Staff Costs,236189
2022,11,10,IT Expenses,49439
2022,11,10,Marketing,281452
2022,11,10,Office Costs,96563
2022,11,10,Depreciation,232328
2022,11,10,Professional Services,302225
2022,12,1,Gross Written Premium,211314
2022,12,1,Net Earned Premium,14837
2022,12,1,Reinsurance Recoveries,240207
2022,12,1,Investment Income,123128
2022,12,1,Commission Income,172896
2022,12,1,Claims Paid,169145
2022,12,1,Claims Incurred,379795
2022,12,1,Loss Adjustment Expenses,102624
2022,12,1,Staff Costs,194933
2022,12,1,IT Expenses,35063
2022,12,1,Marketing,74453
2022,12,1,Office Costs,259371
2022,12,1,Depreciation,107166
2022,12,1,Professional Services,19506
2022,12,2,Gross Written Premium,230413
2022,12,2,Net Earned Premium,118604
2022,12,2,Reinsurance Recoveries,31026
2022,12,2,Investment Income,319557
2022,12,2,Commission Income,260116
2022,12,2,Claims Paid,332210
2022,12,2,Claims Incurred,195285
2022,12,2,Loss Adjustment Expenses,55971
2022,12,2,Staff Costs,118978
2022,12,2,IT Expenses,164163
2022,12,2,Marketing,317638
2022,12,2,Office Costs,108864
2022,12,2,Depreciation,399295
2022,12,2,Professional Services,100386
2022,12,3,Gross Written Premium,91126
2022,12,3,Net Earned Premium,167023
2022,12,3,Reinsurance Recoveries,85863
2022,12,3,Investment Income,345435
2022,12,3,Commission Income,130659
2022,12,3,Claims Paid,195944
2022,12,3,Claims Incurred,12235
2022,12,3,Loss Adjustment Expenses,349877
2022,12,3,Staff Costs,67712
2022,12,3,IT Expenses,157545
2022,12,3,Marketing,203639
2022,12,3,Office Costs,242890
2022,12,3,Depreciation,130849
2022,12,3,Professional Services,260493
